case,message,config,backend,direction,transport,reliability,n,mean,std,min,max,p50,p95,p99,n_runs
exp_constrained_pub_only_xcdr,exp,constrained_pub_only,xcdr,py_to_py,shmem_ds,best_effort,301,139.3191727574751,40.78595425515245,98.857,420.327,127.622,210.009,291.282,1
